#
#   VizieR Astronomical Server vizier.cfa.harvard.edu
#    Date: 2015-05-07T20:14:35 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	votable-version=1.99+ (14-Oct-2013)	
#INFO	-ref=VIZ554bc7607b0a	
#INFO	-out.max=unlimited	
#INFO	queryParameters=18	
#-oc.form=dec
#-out.max=unlimited
#-out.all=2
#-nav=cat:J/A+A/552/A16&tab:{J/A+A/552/A16/limb6}&key:source=J/A+A/552/A16/limb6&HTTPPRM:&
#-source=J/A+A/552/A16/limb6
#-order=I
#-out=logg
#-out=Teff
#-out=Z
#-out=xi
#-out=a1
#-out=a2
#-out=a3
#-out=a4
#-out=Filt
#-out=Met
#-out=Mod
#-out.all=2
#

#RESOURCE=yCat_35520016
#Name: J/A+A/552/A16
#Title: Limb-darkening for CoRoT, Kepler, Spitzer. II. (Claret+, 2013)
#Table	J_A_A_552_A16_limb6:
#Name: J/A+A/552/A16/limb6
#Title: Limb-darkening coefficients for the non-linear law for spherical and quasi-spherical PHOENIX models
#Column	logg	(F5.2)	[2.5/5.5] Surface gravity	[ucd=phys.gravity]
#Column	Teff	(F6)	[5000/10000] Effective temperature	[ucd=phys.temperature.effective]
#Column	Z	(F4.1)	[0] Metallicity (log[M/H])	[ucd=phys.abund.Z]
#Column	xi	(F4.1)	[2] Microturbulent velocity {xi}	[ucd=phys.veloc]
#Column	a1	(F10.5)	Equation 6 limb darkening coefficient a1 (G2)	[ucd=phot.limbDark]
#Column	a2	(F10.5)	Equation 6 limb darkening coefficient a2 (G2)	[ucd=phot.limbDark]
#Column	a3	(F10.5)	Equation 6 limb darkening coefficient a3 (G2)	[ucd=phot.limbDark]
#Column	a4	(F10.5)	Equation 6 limb darkening coefficient a4 (G2)	[ucd=phot.limbDark]
#Column	Filt	(A2)	Filter (G1)	[ucd=meta.id;instr.filter]
#Column	Met	(A1)	[L] Method (Least-Square)	[ucd=meta.id;stat.fit]
#Column	Mod	(A2)	[qs s] quasi-spherical/spherical PHOENIX model	[ucd=stat.param;meta.modelled]
logg	Teff	Z	xi	a1	a2	a3	a4	Filt	Met	Mod
 3.50	  5000	 0.0	 2.0	   1.28247	  -1.58965	   1.91136	  -0.64569	C 	L	qs
 4.00	  5000	 0.0	 2.0	   0.88300	  -0.87073	   1.36750	  -0.50361	C 	L	qs
 4.50	  5000	 0.0	 2.0	   0.71012	  -0.56279	   1.13184	  -0.43811	C 	L	qs
 5.00	  5000	 0.0	 2.0	   0.65159	  -0.50128	   1.15203	  -0.47603	C 	L	qs
 5.50	  5000	 0.0	 2.0	   0.50329	  -0.12285	   0.76523	  -0.34715	C 	L	qs
 3.00	  5100	 0.0	 2.0	   2.74625	  -4.54308	   4.52510	  -1.50267	C 	L	qs
 3.50	  5100	 0.0	 2.0	   1.35465	  -1.76513	   2.11038	  -0.73682	C 	L	qs
 4.00	  5100	 0.0	 2.0	   0.91714	  -0.92903	   1.41159	  -0.52323	C 	L	qs
 4.50	  5100	 0.0	 2.0	   0.71802	  -0.55784	   1.11378	  -0.43650	C 	L	qs
 5.00	  5100	 0.0	 2.0	   0.64885	  -0.47562	   1.12307	  -0.47530	C 	L	qs
 5.50	  5100	 0.0	 2.0	   0.49609	  -0.08082	   0.71440	  -0.33624	C 	L	qs
 3.00	  5200	 0.0	 2.0	   2.84571	  -4.75327	   4.71594	  -1.57115	C 	L	qs
 3.50	  5200	 0.0	 2.0	   1.40227	  -1.86883	   2.20798	  -0.77631	C 	L	qs
 4.00	  5200	 0.0	 2.0	   0.94869	  -0.98802	   1.46022	  -0.54484	C 	L	qs
 4.50	  5200	 0.0	 2.0	   0.74074	  -0.59324	   1.13879	  -0.45061	C 	L	qs
 5.00	  5200	 0.0	 2.0	   0.63940	  -0.43523	   1.07707	  -0.46681	C 	L	qs
 5.50	  5200	 0.0	 2.0	   0.58110	  -0.33816	   1.01440	  -0.45381	C 	L	qs
 3.00	  5300	 0.0	 2.0	   3.02167	  -5.16281	   5.14410	  -1.74294	C 	L	qs
 3.50	  5300	 0.0	 2.0	   1.45836	  -1.99599	   2.33090	  -0.82499	C 	L	qs
 4.00	  5300	 0.0	 2.0	   0.97853	  -1.04695	   1.50996	  -0.56630	C 	L	qs
 4.50	  5300	 0.0	 2.0	   0.76212	  -0.62758	   1.16114	  -0.46226	C 	L	qs
 5.00	  5300	 0.0	 2.0	   0.63343	  -0.39891	   1.02898	  -0.45530	C 	L	qs
 5.50	  5300	 0.0	 2.0	   0.58878	  -0.31581	   0.96909	  -0.44071	C 	L	qs
 3.00	  5400	 0.0	 2.0	   3.17164	  -5.49206	   5.45730	  -1.85650	C 	L	qs
 3.50	  5400	 0.0	 2.0	   1.49870	  -2.08647	   2.41687	  -0.85962	C 	L	qs
 4.00	  5400	 0.0	 2.0	   1.00295	  -1.09666	   1.55210	  -0.58476	C 	L	qs
 4.50	  5400	 0.0	 2.0	   0.77434	  -0.67076	   1.24506	  -0.52216	C 	L	qs
 5.00	  5400	 0.0	 2.0	   0.63420	  -0.38462	   1.00634	  -0.45327	C 	L	qs
 5.50	  5400	 0.0	 2.0	   0.57634	  -0.26799	   0.91313	  -0.42738	C 	L	qs
 3.00	  5500	 0.0	 2.0	   3.33250	  -5.86932	   5.83440	  -1.99668	C 	L	qs
 3.50	  5500	 0.0	 2.0	   1.54599	  -2.19828	   2.52943	  -0.90520	C 	L	qs
 4.00	  5500	 0.0	 2.0	   1.02847	  -1.15635	   1.60994	  -0.61005	C 	L	qs
 4.50	  5500	 0.0	 2.0	   0.77340	  -0.66023	   1.22964	  -0.52186	C 	L	qs
 5.00	  5500	 0.0	 2.0	   0.62974	  -0.36252	   0.97611	  -0.44742	C 	L	qs
 5.50	  5500	 0.0	 2.0	   0.56486	  -0.22646	   0.86222	  -0.41438	C 	L	qs
 3.00	  5600	 0.0	 2.0	   3.50213	  -6.25300	   6.20965	  -2.13460	C 	L	qs
 3.50	  5600	 0.0	 2.0	   1.58905	  -2.30357	   2.63853	  -0.95020	C 	L	qs
 4.00	  5600	 0.0	 2.0	   1.05715	  -1.22657	   1.68028	  -0.63990	C 	L	qs
 4.50	  5600	 0.0	 2.0	   0.76932	  -0.64622	   1.21227	  -0.52062	C 	L	qs
 5.00	  5600	 0.0	 2.0	   0.63128	  -0.35862	   0.96629	  -0.44893	C 	L	qs
 5.50	  5600	 0.0	 2.0	   0.33752	   0.32785	   0.32847	  -0.24928	C 	L	qs
 3.00	  5700	 0.0	 2.0	   3.66886	  -6.62797	   6.57796	  -2.27095	C 	L	qs
 3.50	  5700	 0.0	 2.0	   1.62343	  -2.39040	   2.73163	  -0.99008	C 	L	qs
 4.00	  5700	 0.0	 2.0	   1.03793	  -1.23279	   1.75419	  -0.70203	C 	L	qs
 4.50	  5700	 0.0	 2.0	   0.76339	  -0.62953	   1.19429	  -0.51940	C 	L	qs
 5.00	  5700	 0.0	 2.0	   0.61613	  -0.31800	   0.92096	  -0.43727	C 	L	qs
 5.50	  5700	 0.0	 2.0	   0.31429	   0.39898	   0.24601	  -0.22420	C 	L	qs
 3.00	  5800	 0.0	 2.0	   3.85515	  -7.05030	   6.99551	  -2.42583	C 	L	qs
 3.50	  5800	 0.0	 2.0	   1.65842	  -2.48102	   2.83228	  -1.03393	C 	L	qs
 4.00	  5800	 0.0	 2.0	   1.03758	  -1.22401	   1.74142	  -0.70156	C 	L	qs
 4.50	  5800	 0.0	 2.0	   0.74908	  -0.59712	   1.16282	  -0.51331	C 	L	qs
 5.00	  5800	 0.0	 2.0	   0.60764	  -0.29761	   0.89844	  -0.43394	C 	L	qs
 5.50	  5800	 0.0	 2.0	   0.29137	   0.46778	   0.16517	  -0.19855	C 	L	qs
 3.00	  5900	 0.0	 2.0	   4.09235	  -7.57916	   7.51156	  -2.61435	C 	L	qs
 3.50	  5900	 0.0	 2.0	   1.68104	  -2.54289	   2.90625	  -1.06901	C 	L	qs
 4.00	  5900	 0.0	 2.0	   1.02600	  -1.20689	   1.73511	  -0.70744	C 	L	qs
 4.50	  5900	 0.0	 2.0	   0.73711	  -0.57592	   1.14735	  -0.51416	C 	L	qs
 5.00	  5900	 0.0	 2.0	   0.59467	  -0.26860	   0.86883	  -0.42805	C 	L	qs
 5.50	  5900	 0.0	 2.0	   0.25974	   0.55568	   0.06617	  -0.16616	C 	L	qs
 3.00	  6000	 0.0	 2.0	   4.43629	  -8.33698	   8.24188	  -2.87660	C 	L	qs
 3.50	  6000	 0.0	 2.0	   1.73171	  -2.67843	   3.05381	  -1.12984	C 	L	qs
 4.00	  6000	 0.0	 2.0	   1.01994	  -1.20069	   1.74033	  -0.71792	C 	L	qs
 4.50	  6000	 0.0	 2.0	   0.70232	  -0.52978	   1.12739	  -0.51868	C 	L	qs
 5.00	  6000	 0.0	 2.0	   0.26378	   0.53167	   0.09154	  -0.17535	C 	L	qs
 5.50	  6000	 0.0	 2.0	   0.22687	   0.64672	  -0.03494	  -0.13297	C 	L	qs
 3.00	  6100	 0.0	 2.0	   5.05530	  -9.68854	   9.52659	  -3.32807	C 	L	qs
 3.50	  6100	 0.0	 2.0	   1.73844	  -2.70445	   3.09576	  -1.15494	C 	L	qs
 4.00	  6100	 0.0	 2.0	   0.96683	  -1.08240	   1.63447	  -0.68895	C 	L	qs
 4.50	  6100	 0.0	 2.0	   0.68392	  -0.49895	   1.10806	  -0.51952	C 	L	qs
 5.00	  6100	 0.0	 2.0	   0.26971	   0.51601	   0.10218	  -0.18163	C 	L	qs
 5.50	  6100	 0.0	 2.0	   0.19527	   0.73029	  -0.12735	  -0.10246	C 	L	qs
 3.00	  6200	 0.0	 2.0	   6.34592	 -12.49797	  12.17824	  -4.24783	C 	L	qs
 3.50	  6200	 0.0	 2.0	   1.73937	  -2.71301	   3.11962	  -1.17392	C 	L	qs
 4.00	  6200	 0.0	 2.0	   0.96859	  -1.09398	   1.65790	  -0.70632	C 	L	qs
 4.50	  6200	 0.0	 2.0	   0.55076	   0.01702	   0.42980	  -0.25255	C 	L	qs
 5.00	  6200	 0.0	 2.0	   0.24137	   0.58605	   0.02908	  -0.15893	C 	L	qs
 5.50	  6200	 0.0	 2.0	   0.16031	   0.81979	  -0.22437	  -0.07013	C 	L	qs
 3.00	  6300	 0.0	 2.0	   8.58573	 -17.37999	  16.77740	  -5.83453	C 	L	qs
 3.50	  6300	 0.0	 2.0	   1.57374	  -2.31424	   2.76683	  -1.08228	C 	L	qs
 4.00	  6300	 0.0	 2.0	   0.92786	  -1.00542	   1.58359	  -0.68951	C 	L	qs
 4.50	  6300	 0.0	 2.0	   0.52990	   0.06707	   0.37949	  -0.23918	C 	L	qs
 5.00	  6300	 0.0	 2.0	   0.21100	   0.66051	  -0.04629	  -0.13610	C 	L	qs
 5.50	  6300	 0.0	 2.0	   0.07723	   1.01417	  -0.41740	  -0.00621	C 	L	qs
 3.00	  6400	 0.0	 2.0	  12.02115	 -24.86993	  23.82712	  -8.26117	C 	L	qs
 3.50	  6400	 0.0	 2.0	   1.55311	  -2.25362	   2.71182	  -1.07173	C 	L	qs
 4.00	  6400	 0.0	 2.0	   0.88078	  -0.89798	   1.48887	  -0.66530	C 	L	qs
 4.50	  6400	 0.0	 2.0	   0.50815	   0.12186	   0.32349	  -0.22353	C 	L	qs
 5.00	  6400	 0.0	 2.0	   0.17548	   0.73817	  -0.11964	  -0.11481	C 	L	qs
 5.50	  6400	 0.0	 2.0	   0.19088	   0.88676	  -0.43940	   0.03560	C 	L	qs
 3.00	  6500	 0.0	 2.0	  15.28263	 -31.94832	  30.47115	 -10.54472	C 	L	qs
 3.50	  6500	 0.0	 2.0	   1.54267	  -2.20400	   2.65949	  -1.06028	C 	L	qs
 4.00	  6500	 0.0	 2.0	   0.82902	  -0.77348	   1.37369	  -0.63313	C 	L	qs
 4.50	  6500	 0.0	 2.0	   0.47927	   0.19341	   0.25152	  -0.20220	C 	L	qs
 5.00	  6500	 0.0	 2.0	   0.14243	   0.83114	  -0.21714	  -0.08388	C 	L	qs
 5.50	  6500	 0.0	 2.0	   0.17512	   0.93001	  -0.49140	   0.05319	C 	L	qs
 3.00	  6600	 0.0	 2.0	  19.24941	 -40.51021	  38.46088	 -13.27417	C 	L	qs
 3.50	  6600	 0.0	 2.0	   1.54416	  -2.17248	   2.61862	  -1.05137	C 	L	qs
 4.00	  6600	 0.0	 2.0	   0.76649	  -0.61571	   1.22103	  -0.58657	C 	L	qs
 4.50	  6600	 0.0	 2.0	   0.45176	   0.26268	   0.18171	  -0.18156	C 	L	qs
 5.00	  6600	 0.0	 2.0	   0.10129	   0.93258	  -0.31823	  -0.05220	C 	L	qs
 5.50	  6600	 0.0	 2.0	   0.15642	   0.97760	  -0.54521	   0.07104	C 	L	qs
 3.00	  6700	 0.0	 2.0	  23.47507	 -49.57808	  46.88894	 -16.14599	C 	L	qs
 3.50	  6700	 0.0	 2.0	   1.55246	  -2.14595	   2.57583	  -1.04039	C 	L	qs
 4.00	  6700	 0.0	 2.0	   0.70910	  -0.46500	   1.07146	  -0.54023	C 	L	qs
 4.50	  6700	 0.0	 2.0	   0.42647	   0.33205	   0.10940	  -0.15946	C 	L	qs
 5.00	  6700	 0.0	 2.0	   0.06429	   1.02800	  -0.41532	  -0.02154	C 	L	qs
 5.50	  6700	 0.0	 2.0	   0.13797	   1.02760	  -0.60143	   0.08971	C 	L	qs
 3.00	  6800	 0.0	 2.0	  26.47556	 -55.93592	  52.74285	 -18.12820	C 	L	qs
 3.50	  6800	 0.0	 2.0	   1.54351	  -2.06217	   2.46617	  -1.00309	C 	L	qs
 4.00	  6800	 0.0	 2.0	   0.63718	  -0.27336	   0.87696	  -0.47673	C 	L	qs
 4.50	  6800	 0.0	 2.0	   0.39027	   0.17869	   0.48618	  -0.34862	C 	L	qs
 5.00	  6800	 0.0	 2.0	   0.02056	   1.13833	  -0.52756	   0.01480	C 	L	qs
 5.50	  6800	 0.0	 2.0	   0.12939	   1.05008	  -0.62945	   0.09839	C 	L	qs
 3.00	  6900	 0.0	 2.0	  29.05199	 -61.33132	  57.66036	 -19.77599	C 	L	qs
 3.50	  6900	 0.0	 2.0	   1.55139	  -2.01705	   2.39295	  -0.97809	C 	L	qs
 4.00	  6900	 0.0	 2.0	   0.56244	  -0.07508	   0.67585	  -0.41095	C 	L	qs
 4.50	  6900	 0.0	 2.0	   0.33354	   0.33019	   0.33101	  -0.29810	C 	L	qs
 5.00	  6900	 0.0	 2.0	  -0.02358	   1.25301	  -0.64645	   0.05408	C 	L	qs
 5.50	  6900	 0.0	 2.0	   0.11508	   1.08443	  -0.66775	   0.11044	C 	L	qs
 3.00	  7000	 0.0	 2.0	  31.23931	 -65.78560	  61.62850	 -21.08859	C 	L	qs
 3.50	  7000	 0.0	 2.0	   1.60920	  -2.06776	   2.39859	  -0.97696	C 	L	qs
 4.00	  7000	 0.0	 2.0	   0.49583	   0.11644	   0.47171	  -0.34157	C 	L	qs
 4.50	  7000	 0.0	 2.0	   0.27128	   0.49876	   0.15601	  -0.23981	C 	L	qs
 5.00	  7000	 0.0	 2.0	  -0.06931	   1.37259	  -0.77150	   0.09594	C 	L	qs
 5.50	  7000	 0.0	 2.0	   0.09344	   1.13769	  -0.72385	   0.12835	C 	L	qs
 3.00	  7200	 0.0	 2.0	  33.79929	 -70.68144	  65.74525	 -22.38278	C 	L	qs
 3.50	  7200	 0.0	 2.0	   1.86567	  -2.44742	   2.64586	  -1.04784	C 	L	qs
 4.00	  7200	 0.0	 2.0	   0.38882	   0.46109	   0.08417	  -0.20570	C 	L	qs
 4.50	  7200	 0.0	 2.0	   0.14008	   0.86418	  -0.23239	  -0.10680	C 	L	qs
 5.00	  7200	 0.0	 2.0	  -0.16181	   1.63459	  -1.05731	   0.19518	C 	L	qs
 5.50	  7200	 0.0	 2.0	   0.03252	   1.29447	  -0.88743	   0.18221	C 	L	qs
 3.00	  7400	 0.0	 2.0	  34.94822	 -72.49320	  66.95441	 -22.67840	C 	L	qs
 3.50	  7400	 0.0	 2.0	   2.43391	  -3.47580	   3.47090	  -1.30633	C 	L	qs
 4.00	  7400	 0.0	 2.0	   0.32454	   0.74020	  -0.26856	  -0.07360	C 	L	qs
 4.50	  7400	 0.0	 2.0	   0.01281	   1.24261	  -0.65137	   0.04172	C 	L	qs
 5.00	  7400	 0.0	 2.0	  -0.24484	   1.90258	  -1.36907	   0.30835	C 	L	qs
 5.50	  7400	 0.0	 2.0	  -0.29172	   1.97665	  -1.43984	   0.33477	C 	L	qs
 3.00	  7600	 0.0	 2.0	  35.13064	 -72.16917	  66.12547	 -22.25943	C 	L	qs
 3.50	  7600	 0.0	 2.0	   3.49776	  -5.58602	   5.30014	  -1.90278	C 	L	qs
 4.00	  7600	 0.0	 2.0	   0.33373	   0.87835	  -0.50922	   0.02693	C 	L	qs
 4.50	  7600	 0.0	 2.0	  -0.08406	   1.57176	  -1.04002	   0.18471	C 	L	qs
 5.00	  7600	 0.0	 2.0	  -0.31696	   2.14910	  -1.66680	   0.41929	C 	L	qs
 5.50	  7600	 0.0	 2.0	  -0.36066	   2.20089	  -1.70549	   0.43248	C 	L	qs
 3.00	  7800	 0.0	 2.0	  37.45451	 -76.07042	  68.82919	 -22.93632	C 	L	qs
 3.50	  7800	 0.0	 2.0	   8.74287	 -16.87776	  15.78787	  -5.46953	C 	L	qs
 4.00	  7800	 0.0	 2.0	   0.44388	   0.80931	  -0.57314	   0.07360	C 	L	qs
 4.50	  7800	 0.0	 2.0	  -0.13128	   1.80941	  -1.36149	   0.31072	C 	L	qs
 5.00	  7800	 0.0	 2.0	  -0.35586	   2.34393	  -1.93394	   0.52481	C 	L	qs
 5.50	  7800	 0.0	 2.0	  -0.41220	   2.39941	  -1.95889	   0.52949	C 	L	qs
 3.00	  8000	 0.0	 2.0	  36.72786	 -73.83037	  66.20833	 -21.88724	C 	L	qs
 3.50	  8000	 0.0	 2.0	  14.83145	 -30.04733	  28.05653	  -9.64626	C 	L	qs
 4.00	  8000	 0.0	 2.0	   0.65683	   0.51312	  -0.43104	   0.05445	C 	L	qs
 4.50	  8000	 0.0	 2.0	  -0.11606	   1.91961	  -1.57772	   0.40642	C 	L	qs
 5.00	  8000	 0.0	 2.0	  -0.34541	   2.43524	  -2.11459	   0.60487	C 	L	qs
 5.50	  8000	 0.0	 2.0	  -0.43518	   2.54727	  -2.17794	   0.61887	C 	L	qs
 3.00	  8200	 0.0	 2.0	  34.78523	 -69.47135	  62.02524	 -20.40671	C 	L	qs
 3.50	  8200	 0.0	 2.0	  19.10766	 -39.28460	  36.62573	 -12.54300	C 	L	qs
 4.00	  8200	 0.0	 2.0	   0.96701	  -0.02762	  -0.04536	  -0.04744	C 	L	qs
 4.50	  8200	 0.0	 2.0	   0.33834	   1.14121	  -1.10620	   0.31526	C 	L	qs
 5.00	  8200	 0.0	 2.0	  -0.28664	   2.42631	  -2.20983	   0.65912	C 	L	qs
 5.50	  8200	 0.0	 2.0	  -0.41962	   2.61545	  -2.32990	   0.68816	C 	L	qs
 3.00	  8400	 0.0	 2.0	  34.13805	 -67.50407	  59.69107	 -19.45236	C 	L	qs
 3.50	  8400	 0.0	 2.0	  23.81492	 -49.51902	  46.14541	 -15.75464	C 	L	qs
 4.00	  8400	 0.0	 2.0	   1.34647	  -0.76810	   0.55344	  -0.22387	C 	L	qs
 4.50	  8400	 0.0	 2.0	   0.46788	   0.94512	  -1.00069	   0.29714	C 	L	qs
 5.00	  8400	 0.0	 2.0	  -0.17355	   2.28216	  -2.17260	   0.66876	C 	L	qs
 5.50	  8400	 0.0	 2.0	  -0.35763	   2.58018	  -2.38886	   0.72805	C 	L	qs
 3.00	  8600	 0.0	 2.0	  33.35851	 -65.30975	  57.25493	 -18.51599	C 	L	qs
 3.50	  8600	 0.0	 2.0	  27.50965	 -57.65369	  53.76923	 -18.33538	C 	L	qs
 4.00	  8600	 0.0	 2.0	   1.75115	  -1.65798	   1.34299	  -0.46702	C 	L	qs
 4.50	  8600	 0.0	 2.0	   0.63209	   0.63927	  -0.76923	   0.23231	C 	L	qs
 5.00	  8600	 0.0	 2.0	  -0.01069	   2.01082	  -2.00740	   0.63421	C 	L	qs
 5.50	  8600	 0.0	 2.0	  -0.25340	   2.44493	  -2.35401	   0.73729	C 	L	qs
 3.00	  8800	 0.0	 2.0	  32.62929	 -63.10430	  54.71561	 -17.52337	C 	L	qs
 3.50	  8800	 0.0	 2.0	  30.13052	 -63.24426	  58.87879	 -20.03512	C 	L	qs
 4.00	  8800	 0.0	 2.0	   2.31882	  -3.11712	   2.78483	  -0.95104	C 	L	qs
 4.50	  8800	 0.0	 2.0	   0.82556	   0.04505	  -0.13582	   0.01060	C 	L	qs
 5.00	  8800	 0.0	 2.0	   0.33373	   1.01961	  -1.00025	   0.28846	C 	L	qs
 5.50	  8800	 0.0	 2.0	   0.13441	   1.36456	  -1.27963	   0.37351	C 	L	qs
 3.00	  9000	 0.0	 2.0	  31.33072	 -59.64610	  51.00248	 -16.12983	C 	L	qs
 3.50	  9000	 0.0	 2.0	  32.52070	 -68.30033	  63.49753	 -21.58259	C 	L	qs
 4.00	  9000	 0.0	 2.0	   2.48650	  -3.48759	   3.11831	  -1.05601	C 	L	qs
 4.50	  9000	 0.0	 2.0	   0.99170	  -0.33326	   0.19391	  -0.08337	C 	L	qs
 5.00	  9000	 0.0	 2.0	   0.48105	   0.70896	  -0.75158	   0.21766	C 	L	qs
 5.50	  9000	 0.0	 2.0	   0.23602	   1.17080	  -1.15360	   0.34628	C 	L	qs
 3.00	  9200	 0.0	 2.0	  29.25297	 -54.37211	  45.50875	 -14.10776	C 	L	qs
 3.50	  9200	 0.0	 2.0	  35.17827	 -73.85845	  68.52409	 -23.25260	C 	L	qs
 4.00	  9200	 0.0	 2.0	   2.83162	  -4.24594	   3.77916	  -1.25094	C 	L	qs
 4.50	  9200	 0.0	 2.0	   1.19221	  -0.87507	   0.76007	  -0.27736	C 	L	qs
 5.00	  9200	 0.0	 2.0	   0.57950	   0.49646	  -0.57758	   0.16865	C 	L	qs
 5.50	  9200	 0.0	 2.0	   0.31905	   1.00839	  -1.03731	   0.31587	C 	L	qs
 3.00	  9400	 0.0	 2.0	  26.30550	 -47.08574	  38.05119	 -11.39523	C 	L	qs
 3.50	  9400	 0.0	 2.0	  37.64705	 -78.96585	  73.10601	 -24.76543	C 	L	qs
 4.00	  9400	 0.0	 2.0	   3.05902	  -4.74353	   4.24608	  -1.41300	C 	L	qs
 4.50	  9400	 0.0	 2.0	   1.21112	  -0.92693	   0.80992	  -0.29392	C 	L	qs
 5.00	  9400	 0.0	 2.0	   0.65629	   0.29984	  -0.39341	   0.11429	C 	L	qs
 5.50	  9400	 0.0	 2.0	   0.39789	   0.84293	  -0.91073	   0.28210	C 	L	qs
 3.00	  9600	 0.0	 2.0	  22.10148	 -36.87647	  27.72647	  -7.67014	C 	L	qs
 3.50	  9600	 0.0	 2.0	  39.79376	 -83.29670	  76.90700	 -25.99726	C 	L	qs
 4.00	  9600	 0.0	 2.0	   3.38548	  -5.41602	   4.83570	  -1.60605	C 	L	qs
 4.50	  9600	 0.0	 2.0	   1.39034	  -1.32680	   1.13614	  -0.37306	C 	L	qs
 5.00	  9600	 0.0	 2.0	   0.78617	  -0.07123	  -0.00554	  -0.01099	C 	L	qs
 5.50	  9600	 0.0	 2.0	   0.46592	   0.68687	  -0.77630	   0.24232	C 	L	qs
 3.00	  9800	 0.0	 2.0	  17.01685	 -24.66642	  15.47573	  -3.27516	C 	L	qs
 3.50	  9800	 0.0	 2.0	  41.80830	 -87.19494	  80.19368	 -27.02300	C 	L	qs
 4.00	  9800	 0.0	 2.0	   3.76119	  -6.19293	   5.52583	  -1.83422	C 	L	qs
 4.50	  9800	 0.0	 2.0	   1.46647	  -1.52891	   1.35716	  -0.45794	C 	L	qs
 5.00	  9800	 0.0	 2.0	   0.86698	  -0.33289	   0.31375	  -0.14057	C 	L	qs
 5.50	  9800	 0.0	 2.0	   0.51249	   0.56348	  -0.65581	   0.20445	C 	L	qs
 3.00	 10000	 0.0	 2.0	  10.96635	 -10.28875	   1.16014	   1.83155	C 	L	qs
 3.50	 10000	 0.0	 2.0	  43.31044	 -89.89102	  82.29123	 -27.62553	C 	L	qs
 4.00	 10000	 0.0	 2.0	   4.31758	  -7.35692	   6.57522	  -2.18453	C 	L	qs
 4.50	 10000	 0.0	 2.0	   1.57008	  -1.72718	   1.50989	  -0.50378	C 	L	qs
 5.00	 10000	 0.0	 2.0	   0.83855	  -0.26731	   0.23173	  -0.09853	C 	L	qs
 5.50	 10000	 0.0	 2.0	   0.57387	   0.37937	  -0.46180	   0.14334	C 	L	qs
 3.00	  5000	 0.0	 2.0	   2.30077	  -3.86022	   3.34701	  -1.09164	S1	L	qs
 3.50	  5000	 0.0	 2.0	   1.12693	  -1.45379	   1.19090	  -0.37965	S1	L	qs
 4.00	  5000	 0.0	 2.0	   0.73823	  -0.66297	   0.48825	  -0.14835	S1	L	qs
 4.50	  5000	 0.0	 2.0	   0.58660	  -0.35845	   0.22408	  -0.06340	S1	L	qs
 5.00	  5000	 0.0	 2.0	   0.56873	  -0.35076	   0.24578	  -0.07781	S1	L	qs
 5.50	  5000	 0.0	 2.0	   0.51475	  -0.22578	   0.13078	  -0.04194	S1	L	qs
 3.00	  5100	 0.0	 2.0	   2.33898	  -3.95945	   3.43901	  -1.12201	S1	L	qs
 3.50	  5100	 0.0	 2.0	   1.06434	  -1.32865	   1.06857	  -0.33514	S1	L	qs
 4.00	  5100	 0.0	 2.0	   0.72744	  -0.66138	   0.49016	  -0.14934	S1	L	qs
 4.50	  5100	 0.0	 2.0	   0.57564	  -0.35574	   0.22425	  -0.06363	S1	L	qs
 5.00	  5100	 0.0	 2.0	   0.56522	  -0.36169	   0.25647	  -0.08087	S1	L	qs
 5.50	  5100	 0.0	 2.0	   0.51415	  -0.24347	   0.14777	  -0.04685	S1	L	qs
 3.00	  5200	 0.0	 2.0	   2.35386	  -4.00885	   3.48785	  -1.13921	S1	L	qs
 3.50	  5200	 0.0	 2.0	   1.05689	  -1.33983	   1.08875	  -0.34434	S1	L	qs
 4.00	  5200	 0.0	 2.0	   0.71641	  -0.66088	   0.49514	  -0.15201	S1	L	qs
 4.50	  5200	 0.0	 2.0	   0.56952	  -0.36419	   0.23634	  -0.06847	S1	L	qs
 5.00	  5200	 0.0	 2.0	   0.55116	  -0.34680	   0.24086	  -0.07424	S1	L	qs
 5.50	  5200	 0.0	 2.0	   0.52456	  -0.29792	   0.21073	  -0.06833	S1	L	qs
 3.00	  5300	 0.0	 2.0	   2.35424	  -4.01848	   3.49344	  -1.13936	S1	L	qs
 3.50	  5300	 0.0	 2.0	   1.05658	  -1.36530	   1.12127	  -0.35737	S1	L	qs
 4.00	  5300	 0.0	 2.0	   0.71741	  -0.68620	   0.52469	  -0.16325	S1	L	qs
 4.50	  5300	 0.0	 2.0	   0.56610	  -0.38056	   0.25785	  -0.07711	S1	L	qs
 5.00	  5300	 0.0	 2.0	   0.54448	  -0.34892	   0.24231	  -0.07392	S1	L	qs
 5.50	  5300	 0.0	 2.0	   0.52497	  -0.30498	   0.20754	  -0.06378	S1	L	qs
 3.00	  5400	 0.0	 2.0	   2.39933	  -4.13581	   3.60873	  -1.18008	S1	L	qs
 3.50	  5400	 0.0	 2.0	   1.05401	  -1.38168	   1.14285	  -0.36608	S1	L	qs
 4.00	  5400	 0.0	 2.0	   0.71118	  -0.69401	   0.53722	  -0.16860	S1	L	qs
 4.50	  5400	 0.0	 2.0	   0.61409	  -0.51427	   0.38880	  -0.12067	S1	L	qs
